State_Name,District_Name,Crop_Year,Season,Crop,Area (Hectares),Production (Metric Tonnes),Rainfall - Kharif (mm),Rainfall - Rabi (mm),Rainfall - Zaid (mm),Rainfall - Whole Year (mm),Latitude,Longitude,__source_file__
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Arhar/Tur,4800.0,800.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Bajra,17700.0,9700.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Cotton(lint),1500.0,3500.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Dry chillies,1200.0,3600.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Groundnut,17700.0,12700.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Horse-gram,200.0,100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Jowar,1300.0,700.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Korra,300.0,300.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Maize,6400.0,6500.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Mesta,300.0,2000.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Moong(Green Gram),2500.0,1000.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Other Kharif pulses,900.0,400.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Ragi,35800.0,14600.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Rice,95600.0,79700.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Samai,22800.0,10100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Sesamum,4100.0,600.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Small millets,2000.0,100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Sugarcane,40400.0,1637200.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Tobacco,3100.0,3600.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Kharif,Urad,2500.0,400.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Dry chillies,3800.0,6100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Gram,200.0,100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Groundnut,3400.0,6000.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Horse-gram,6700.0,3200.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Jowar,100.0,100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Maize,300.0,1100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Moong(Green Gram),2700.0,1100.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Ragi,2000.0,3900.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Rice,2700.0,8700.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Sesamum,9300.0,900.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1997,Rabi,Urad,3000.0,1400.0,781.27,252.11,233.05,1266.43,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Arhar/Tur,5400.0,1700.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Bajra,25000.0,28700.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Cotton(lint),1300.0,1100.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Dry chillies,1300.0,4100.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Groundnut,18100.0,21100.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Horse-gram,500.0,300.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Jowar,1800.0,500.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Korra,300.0,300.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Maize,6400.0,8600.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Mesta,400.0,2900.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Moong(Green Gram),2700.0,1700.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Other Kharif pulses,1000.0,600.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Ragi,33300.0,31900.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Rice,114900.0,141300.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Samai,21800.0,11800.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Sesamum,5000.0,900.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Kharif,Urad,2500.0,2000.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Dry chillies,4300.0,6600.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Gram,100.0,300.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Groundnut,3700.0,6300.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Horse-gram,7000.0,3800.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Jowar,100.0,100.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Maize,300.0,1400.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Moong(Green Gram),2800.0,1200.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Ragi,2100.0,4400.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Rice,3800.0,14100.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Sesamum,9900.0,2000.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Rabi,Urad,2900.0,1900.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Whole Year,Sugarcane,42300.0,1844300.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1998,Whole Year,Tobacco,1400.0,3200.0,1173.67,162.83,251.69,1588.19,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Bajra,18351.0,16956.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Castor seed,8.0,2.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Cotton(lint),1197.0,1979.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Groundnut,19218.0,21332.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Horse-gram,466.0,214.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Jowar,1987.0,507.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Maize,6419.0,9134.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Masoor,6237.0,2364.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Moong(Green Gram),2715.0,1928.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Niger seed,16878.0,6515.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Ragi,33856.0,35041.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Rice,103372.0,134010.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Sesamum,11412.0,3755.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Kharif,Urad,2724.0,1662.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Gram,203.0,226.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Groundnut,2346.0,4042.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Horse-gram,6525.0,2486.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Jowar,139.0,62.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Maize,606.0,2934.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Moong(Green Gram),2199.0,567.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Ragi,1582.0,2973.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Rice,3053.0,10836.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Safflower,2.0,1.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Sesamum,3937.0,1012.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Rabi,Urad,2211.0,1461.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Whole Year,Dry chillies,4931.0,8121.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Whole Year,Onion,440.0,7224.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Whole Year,Sugarcane,42490.0,2352119.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,1999,Whole Year,Tobacco,554.0,557.0,563.25,74.32,233.67,871.24,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Arhar/Tur,6121.0,2032.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Bajra,17746.0,19663.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Castor seed,8.0,2.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Cotton(lint),1119.0,2113.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Dry chillies,1186.0,3273.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Groundnut,17715.0,19557.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Horse-gram,392.0,199.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Jowar,1492.0,554.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Korra,276.0,264.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Maize,6704.0,6979.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Mesta,365.0,3222.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Moong(Green Gram),2537.0,1126.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Niger seed,17218.0,5510.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Onion,93.0,1298.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Other Kharif pulses,3312.0,1615.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Ragi,34119.0,32038.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Rice,115239.0,183345.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Samai,23523.0,10139.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Sesamum,11432.0,3132.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Small millets,23797.0,10403.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,Urad,2359.0,139.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Kharif,other misc. pulses,1005.0,628.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Arhar/Tur,42.0,14.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Dry chillies,3760.0,8280.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Gram,27.0,64.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Groundnut,2267.0,3568.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Horse-gram,6195.0,1592.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Jowar,198.0,173.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Maize,901.0,4851.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Moong(Green Gram),2556.0,856.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Onion,326.0,5731.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Other  Rabi pulses,653.0,321.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Ragi,1529.0,2740.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Rapeseed &Mustard,226.0,17.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Rice,2969.0,6683.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Sesamum,3849.0,1016.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,Urad,2755.0,2215.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Rabi,other misc. pulses,1.0,0.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Banana,2747.0,50705.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Cashewnut,29540.0,7313.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Coconut,7229.0,60016968.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Dry ginger,1125.0,2130.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Potato,136.0,1163.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Sugarcane,42621.0,2589914.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Sweet potato,445.0,1977.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Tapioca,554.0,3005.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Tobacco,2993.0,6021.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2000,Whole Year,Turmeric,1499.0,3097.0,594.34,15.21,196.84,806.39,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Arhar/Tur,4847.0,1507.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Bajra,15686.0,13019.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Castor seed,6.0,2.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Cotton(lint),1021.0,2667.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Dry chillies,918.0,3324.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Groundnut,12864.0,14601.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Horse-gram,325.0,140.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Jowar,1442.0,825.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Korra,220.0,165.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Maize,6879.0,7567.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Mesta,307.0,2611.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Moong(Green Gram),2369.0,1144.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Niger seed,17313.0,7341.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Onion,32.0,444.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Other Kharif pulses,3011.0,1776.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Ragi,32390.0,37151.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Rice,86579.0,145020.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Samai,22248.0,11769.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Sesamum,10647.0,1565.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Small millets,22468.0,11934.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Kharif,Urad,2845.0,1027.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Arhar/Tur,47.0,15.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Dry chillies,3754.0,5147.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Gram,97.0,182.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Groundnut,2208.0,4376.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Horse-gram,6235.0,4807.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Jowar,94.0,69.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Maize,1098.0,7107.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Moong(Green Gram),2509.0,765.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Onion,308.0,4872.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Other  Rabi pulses,539.0,246.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Ragi,1535.0,3187.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Rice,3744.0,7589.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Sesamum,4006.0,1018.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Rabi,Urad,2816.0,1915.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Banana,2431.0,18798.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Cashewnut,29675.0,14486.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Coconut,7232.0,56150010.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Dry ginger,1158.0,3047.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Potato,173.0,1117.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Sugarcane,36135.0,2167594.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Sweet potato,428.0,2069.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Tapioca,447.0,2467.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Tobacco,1702.0,2598.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2001,Whole Year,Turmeric,1538.0,3136.0,565.42,245.38,225.41,1036.21,17.6868,83.2185,
ANDHRA PRADESH,VISAKHAPATANAM,2002,Kharif,Arhar/Tur,4701.0,1575.0,483.38,82.67,109.74,675.79,17.6868,83.2185,
