state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Punjab,Jalandhar,Jalandhar City(Jalandhar),Coriander(Leaves),Coriander,FAQ,23/07/2025,2500,4500,3500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Green Chilli,Green Chilly,FAQ,23/07/2025,1500,3000,2200
Punjab,Jalandhar,Jalandhar City(Jalandhar),Lemon,Lemon,FAQ,23/07/2025,2200,4000,3100
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mashrooms,Mashrooms,FAQ,23/07/2025,4200,7000,5600
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pumpkin,Other,FAQ,23/07/2025,700,900,800
Punjab,Jalandhar,Jalandhar City(Jalandhar),Tomato,Other,FAQ,23/07/2025,1000,2000,1500
Punjab,Jalandhar,Mehatpur,Brinjal,Other,FAQ,23/07/2025,3000,3000,3000
Punjab,Jalandhar,Mehatpur,Cucumbar(Kheera),Other,FAQ,23/07/2025,2500,3000,3000
Punjab,Jalandhar,Mehatpur,Tomato,Deshi,Non-FAQ,23/07/2025,5000,5000,5000
Punjab,Jalandhar,Noor Mehal,Capsicum,Other,FAQ,23/07/2025,3000,3000,3000
Punjab,Jalandhar,Noor Mehal,Green Chilli,Other,FAQ,23/07/2025,1500,1500,1500
Punjab,Ludhiana,Doraha,Lemon,Lemon,FAQ,23/07/2025,500,500,500
Punjab,Ludhiana,Doraha,Tomato,Other,FAQ,23/07/2025,2400,3500,3050
Punjab,Ludhiana,Khanna,Bottle gourd,Other,FAQ,23/07/2025,1500,2500,2000
Punjab,Ludhiana,Khanna,Mango,Other,Medium,23/07/2025,2500,4500,3500
Punjab,Ludhiana,Khanna,Papaya,Other,Medium,23/07/2025,1000,2000,1500
Punjab,Ludhiana,Khanna,Peas Wet,Other,FAQ,23/07/2025,4000,10000,6000
Punjab,Ludhiana,Ludhiana,Carrot,Other,FAQ,23/07/2025,1000,2000,1500
Punjab,Ludhiana,Ludhiana,Coriander(Leaves),Other,FAQ,23/07/2025,2500,4200,3200
Punjab,Ludhiana,Ludhiana,Guava,Other,Medium,23/07/2025,1000,2500,1500
Punjab,Ludhiana,Ludhiana,Peas Wet,Other,FAQ,23/07/2025,3000,4000,3500
Punjab,Ludhiana,Ludhiana,Potato,Other,FAQ,23/07/2025,300,1000,600
Punjab,Ludhiana,Ludhiana,Pumpkin,Other,FAQ,23/07/2025,300,700,500
Punjab,Ludhiana,Ludhiana,Tomato,Other,FAQ,23/07/2025,1000,3000,2000
Punjab,Mansa,Mansa,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,2000,2600,2400
Punjab,Mansa,Mansa,Cabbage,Cabbage,FAQ,23/07/2025,1500,2000,1800
Punjab,Mansa,Mansa,Garlic,Garlic,FAQ,23/07/2025,8000,10000,9000
Punjab,Mansa,Mansa,Plum,Other,Medium,23/07/2025,3000,5000,4000
Punjab,Mansa,Mansa,Pomegranate,Pomogranate,Medium,23/07/2025,12000,14000,13000
Punjab,Mansa,Mansa,Pumpkin,Pumpkin,FAQ,23/07/2025,1000,2000,1500
Punjab,Mansa,Mansa,Spinach,Spinach,FAQ,23/07/2025,1500,2500,2000
Punjab,Moga,Kot ise Khan,Brinjal,Other,FAQ,23/07/2025,600,800,700
Punjab,Moga,Nihal Singh Wala,Capsicum,Other,FAQ,23/07/2025,4000,5000,4500
Punjab,Mohali,Kharar,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,2000,2500,2200
Punjab,Mohali,Kharar,Green Chilli,Green Chilly,FAQ,23/07/2025,3000,5000,4000
Punjab,Mohali,Kurali,Brinjal,Other,FAQ,23/07/2025,2800,3000,2900
Punjab,Mohali,Kurali,Cucumbar(Kheera),Other,FAQ,23/07/2025,3000,3500,3200
Punjab,Mohali,Kurali,Green Chilli,Other,FAQ,23/07/2025,2300,2600,2500
Punjab,Mohali,Kurali,Tomato,Other,FAQ,23/07/2025,2800,3000,2900
Punjab,Mohali,Lalru,Capsicum,Other,FAQ,23/07/2025,3000,3000,3000
Punjab,Mohali,Lalru,Ginger(Green),Green Ginger,FAQ,23/07/2025,6500,6500,6500
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Banana,Other,Medium,23/07/2025,4500,5000,4800
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Bitter gourd,Other,FAQ,23/07/2025,3000,3500,3200
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Capsicum,Other,FAQ,23/07/2025,7500,8000,7800
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Mango,Other,Medium,23/07/2025,3000,4000,3650
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Potato,Potato,FAQ,23/07/2025,900,1100,1000
Punjab,Nawanshahr,Nawanshahar,Maize,Medium,FAQ,23/07/2025,1615,2129,1800
Punjab,Pathankot,Pathankot,Brinjal,Brinjal,FAQ,23/07/2025,3400,3600,3600
Punjab,Pathankot,Pathankot,Cabbage,Cabbage,FAQ,23/07/2025,1100,1300,1300
Punjab,Patiala,Patran,Brinjal,Other,FAQ,23/07/2025,1600,2900,2270
Punjab,Patiala,Patran,Papaya,Other,Medium,23/07/2025,4800,4800,4800
Punjab,Patiala,Patran,Pear(Marasebu),Other,Medium,23/07/2025,3500,11000,7060
Punjab,Patiala,Patran,Peas Wet,Other,FAQ,23/07/2025,9000,9500,9250
Punjab,Patiala,Patran,Pineapple,Other,Medium,23/07/2025,4500,6300,5020
Punjab,Patiala,Patran,Pomegranate,Other,Medium,23/07/2025,8500,14000,11900
Punjab,Patiala,Patran,Tender Coconut,Other,Medium,23/07/2025,5300,7700,6030
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Bhindi(Ladies Finger),Other,FAQ,23/07/2025,2750,2900,2800
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Pomegranate,Other,Medium,23/07/2025,5350,5500,5400
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Pumpkin,Other,FAQ,23/07/2025,1850,2000,1900
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Tomato,Other,FAQ,23/07/2025,1950,2100,2000
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,23/07/2025,2500,2600,2600
Punjab,Sangrur,Bhawanigarh,Banana,Other,Medium,23/07/2025,2000,3000,2500
Punjab,Sangrur,Bhawanigarh,Capsicum,Other,FAQ,23/07/2025,5000,5000,5000
Punjab,Sangrur,Bhawanigarh,Garlic,Other,FAQ,23/07/2025,6000,6500,6250
Punjab,Sangrur,Bhawanigarh,Ginger(Green),Green Ginger,FAQ,23/07/2025,6500,7000,6750
Punjab,Sangrur,Bhawanigarh,Green Chilli,Green Chilly,FAQ,23/07/2025,3000,3000,3000
Punjab,Sangrur,Bhawanigarh,Potato,Other,FAQ,23/07/2025,800,1000,900
Punjab,Sangrur,Bhawanigarh,Ridgeguard(Tori),Other,FAQ,23/07/2025,3000,3500,3250
Punjab,Tarntaran,Harike,Capsicum,Capsicum,FAQ,23/07/2025,500,600,600
Punjab,Tarntaran,Harike,Round gourd,Round gourd,FAQ,23/07/2025,800,900,900
Punjab,Tarntaran,Khadur Sahib(Fetehabad),Pumpkin,Other,FAQ,23/07/2025,1000,1200,1200
Punjab,Tarntaran,Patti,Bhindi(Ladies Finger),Other,FAQ,23/07/2025,2200,2800,2500
Punjab,Amritsar,Rayya,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,3600,3600,3600
Punjab,Amritsar,Rayya,Potato,Other,Non-FAQ,23/07/2025,900,900,900
Punjab,Bhatinda,Bhagta Bhai Ka,Tomato,Other,FAQ,23/07/2025,4000,4000,4000
Punjab,Fazilka,Fazilka,Bhindi(Ladies Finger),Other,FAQ,23/07/2025,3000,5000,4000
Punjab,Fazilka,Fazilka,Ginger(Green),Other,FAQ,23/07/2025,3000,5000,4000
Punjab,Fazilka,Fazilka,Mango,Other,Medium,23/07/2025,6000,8000,7000
Punjab,Fazilka,Fazilka,Onion,Other,FAQ,23/07/2025,1500,2500,2000
Punjab,Fazilka,Fazilka,Potato,Other,FAQ,23/07/2025,1000,2000,1500
Punjab,Fazilka,Fazilka,Pumpkin,Other,FAQ,23/07/2025,500,1500,1000
Punjab,Fazilka,Jalalabad,Banana,Other,Large,23/07/2025,3150,3350,3250
Punjab,Fazilka,Jalalabad,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,3200,3400,3300
Punjab,Fazilka,Jalalabad,Cauliflower,Other,FAQ,23/07/2025,4500,4700,4600
Punjab,Fazilka,Jalalabad,Garlic,Garlic,FAQ,23/07/2025,5500,5500,5500
Punjab,Fazilka,Jalalabad,Onion,Other,FAQ,23/07/2025,1300,1700,1500
Punjab,Fazilka,Jalalabad,Pomegranate,Other,Large,23/07/2025,10000,10000,10000
Punjab,Fazilka,Jalalabad,Pumpkin,Other,FAQ,23/07/2025,2800,3000,2900
Punjab,Ferozpur,Zira,Cucumbar(Kheera),Cucumbar,FAQ,23/07/2025,1600,2000,1800
Punjab,Ferozpur,Zira,Guar,Other,FAQ,23/07/2025,3000,4000,3500
Punjab,Ferozpur,Zira,Onion,Local,FAQ,23/07/2025,1400,1600,1500
Punjab,Ferozpur,Zira,Potato,(Red Nanital),FAQ,23/07/2025,900,1100,1000
Punjab,Ferozpur,Zira,Tomato,Local,FAQ,23/07/2025,3000,3400,3200
Punjab,Gurdaspur,Dera Baba Nanak,Cucumbar(Kheera),Other,FAQ,23/07/2025,1000,1200,1100
Punjab,Gurdaspur,Gurdaspur,Banana,Other,Medium,23/07/2025,2200,2600,2400
Punjab,Gurdaspur,Gurdaspur,Cabbage,Other,FAQ,23/07/2025,600,800,700
Punjab,Gurdaspur,Gurdaspur,Capsicum,Other,FAQ,23/07/2025,2500,3000,2800
Punjab,Gurdaspur,Gurdaspur,Lemon,Other,FAQ,23/07/2025,3000,4000,3500
Punjab,Hoshiarpur,Garh Shankar,Cabbage,Cabbage,FAQ,23/07/2025,800,1200,1000
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Banana,Other,Medium,23/07/2025,3000,3500,3300
Punjab,Hoshiarpur,Mukerian,Capsicum,Capsicum,FAQ,23/07/2025,5000,6000,5500
Punjab,Hoshiarpur,Mukerian,Ginger(Dry),Vegitable-fresh,FAQ,23/07/2025,4000,5000,4500
Punjab,Hoshiarpur,Mukerian,Papaya,Papaya,Medium,23/07/2025,2500,3500,3000
Punjab,Hoshiarpur,Mukerian,Pomegranate,Pomogranate,Medium,23/07/2025,9000,11000,10000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1000,1600,1300
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cabbage,Other,FAQ,23/07/2025,600,800,700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Colacasia,Arabi,FAQ,23/07/2025,2200,3500,2800
Punjab,Jalandhar,Jalandhar City(Jalandhar),Guava,Other,Medium,23/07/2025,1100,4100,2500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Jamun(Narale Hannu),Jamun,Medium,23/07/2025,4000,8000,4500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pineapple,Other,Medium,23/07/2025,1100,2600,1700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Potato,Other,FAQ,23/07/2025,160,1000,500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Spinach,Spinach,FAQ,23/07/2025,1000,2000,1500
Punjab,Jalandhar,Mehatpur,Bitter gourd,Other,FAQ,23/07/2025,2500,3000,3000
Punjab,Jalandhar,Mehatpur,Spinach,Other,FAQ,23/07/2025,2500,2500,2500
Punjab,Jalandhar,Nakodar,Brinjal,Other,FAQ,23/07/2025,1000,1200,1100
Punjab,Jalandhar,Noor Mehal,Bitter gourd,Other,FAQ,23/07/2025,2500,2500,2500
Punjab,Jalandhar,Noor Mehal,Ridgeguard(Tori),Other,FAQ,23/07/2025,2700,2700,2700
Punjab,Jalandhar,Noor Mehal,Sweet Pumpkin,Other,FAQ,23/07/2025,1100,1100,1100
Punjab,Ludhiana,Doraha,Potato,Other,Non-FAQ,23/07/2025,900,1000,950
Punjab,Ludhiana,Khanna,Brinjal,Other,FAQ,23/07/2025,1500,2500,2000
Punjab,Ludhiana,Khanna,Green Chilli,Other,FAQ,23/07/2025,2000,3000,2500
Punjab,Ludhiana,Khanna,Mousambi(Sweet Lime),Other,Medium,23/07/2025,3000,4500,3500
Punjab,Ludhiana,Khanna,Onion,Other,FAQ,23/07/2025,1000,1800,1500
Punjab,Ludhiana,Ludhiana,Bitter gourd,Other,FAQ,23/07/2025,1000,1500,1200
Punjab,Ludhiana,Ludhiana,Capsicum,Other,FAQ,23/07/2025,2500,4000,3500
Punjab,Ludhiana,Ludhiana,Cauliflower,Other,FAQ,23/07/2025,2200,3300,3000
Punjab,Ludhiana,Ludhiana,Colacasia,Other,FAQ,23/07/2025,800,1200,1000
Punjab,Ludhiana,Ludhiana,Cucumbar(Kheera),Other,FAQ,23/07/2025,800,1500,1100
Punjab,Ludhiana,Ludhiana,Ginger(Dry),Other,FAQ,23/07/2025,2200,3300,3000
Punjab,Ludhiana,Ludhiana,Lemon,Other,FAQ,23/07/2025,900,2000,1400
Punjab,Ludhiana,Ludhiana,Pear(Marasebu),Other,Medium,23/07/2025,1000,3000,1800
Punjab,Ludhiana,Ludhiana,Ridgeguard(Tori),Other,FAQ,23/07/2025,1200,1900,1500
Punjab,Mansa,Mansa,Brinjal,Brinjal,FAQ,23/07/2025,1400,1800,1600
Punjab,Mansa,Mansa,Green Chilli,Green Chilly,FAQ,23/07/2025,2000,3000,2500
Punjab,Mansa,Mansa,Pineapple,Pine Apple,Medium,23/07/2025,4000,6000,5000
Punjab,Mansa,Mansa,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23/07/2025,3000,3600,3400
Punjab,Moga,Kot ise Khan,Cucumbar(Kheera),Other,FAQ,23/07/2025,500,700,600
Punjab,Moga,Kot ise Khan,Potato,Other,Non-FAQ,23/07/2025,800,1000,900
Punjab,Moga,Nihal Singh Wala,Green Chilli,Other,FAQ,23/07/2025,1500,2000,1800
Punjab,Moga,Nihal Singh Wala,Onion,Other,FAQ,23/07/2025,1500,2500,2000
Punjab,Moga,Nihal Singh Wala,Tomato,Other,FAQ,23/07/2025,3000,4000,3500
Punjab,Mohali,Kharar,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,3500,4500,4000
Punjab,Mohali,Kharar,Capsicum,Capsicum,FAQ,23/07/2025,5000,6000,5500
Punjab,Mohali,Lalru,Ridgeguard(Tori),Other,FAQ,23/07/2025,2200,3000,3000
Punjab,Mohali,Lalru,Tomato,Other,FAQ,23/07/2025,3000,3000,3000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Bhindi(Ladies Finger),Other,FAQ,23/07/2025,2700,2900,2830
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Cabbage,Other,FAQ,23/07/2025,1700,2000,1800
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Coriander(Leaves),Other,FAQ,23/07/2025,10000,11000,10700
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Pomegranate,Other,Medium,23/07/2025,8500,9000,8800
